25 57 black
25 58 black
26 51 black
26 52 black
26 54 black
26 56 black
26 57 white
26 58 white
27 51 black
27 52 white
27 54 black
27 55 black
27 56 black
27 57 white
27 58 white
28 51 white
28 52 white
28 53 black
28 54 white
28 55 black
28 56 white
28 57 white
29 51 white
29 52 white
29 53 white
29 54 white
29 55 white
29 56 white
29 57 white
30 52 white
30 53 white
30 54 white
30 55 white
30 56 white
30 57 white
31 52 white
31 53 white
31 54 white
31 55 white
31 56 white
31 57 white
32 52 white
32 53 white
32 54 white
32 55 white
32 56 white
32 57 white
32 63 black
32 64 black
32 96 white
32 97 white
32 98 black
33 53 white
33 54 white
33 55 white
33 56 white
33 62 white
33 63 white
33 91 white
33 92 white
33 93 white
33 94 white
33 95 white
33 96 white
33 97 black
34 53 white
34 54 white
34 55 white
34 56 white
34 61 white
34 62 white
34 71 black
34 78 white
34 79 black
34 86 white
34 87 white
34 88 white
34 89 white
34 90 white
34 91 white
34 92 white
34 93 white
34 94 white
34 95 white
34 96 white
34 97 white
35 53 white
35 54 white
35 55 white
35 56 white
35 60 white
35 61 white
35 68 white
35 69 white
35 70 white
35 71 white
35 74 white
35 75 white
35 76 white
35 77 white
35 78 white
35 79 black
35 80 black
35 81 white
35 82 white
35 83 white
35 84 white
35 85 white
35 86 white
35 87 white
35 88 white
35 89 white
35 90 white
36 54 white
36 55 white
36 56 white
36 59 white
36 60 white
36 61 white
36 62 black
36 63 black
36 64 black
36 65 white
36 66 white
36 67 white
36 68 white
36 69 white
36 70 white
36 71 white
36 72 white
36 73 white
36 74 white
36 75 white
36 76 white
36 77 white
36 78 white
36 79 white
36 80 white
36 81 white
36 82 white
36 83 white
36 84 white
37 54 white
37 55 white
37 56 white
37 58 white
37 59 white
37 60 white
37 61 white
37 62 white
37 63 white
37 64 white
37 65 white
37 66 white
37 67 white
37 68 white
37 69 white
37 70 white
37 71 white
37 72 white
37 73 white
37 74 white
37 75 white
37 76 white
37 77 white
37 78 white
37 79 white
37 80 black
38 54 white
38 55 white
38 56 white
38 57 black
38 58 white
38 59 white
38 60 white
38 61 white
38 62 white
38 63 white
38 64 white
38 65 white
38 66 white
38 67 white
38 68 white
38 69 white
38 70 white
38 71 white
38 72 white
38 73 white
38 74 white
38 75 white
38 76 white
38 77 white
38 78 white
38 79 white
38 80 black
39 54 black
39 55 white
39 56 white
39 57 white
39 58 white
39 59 white
39 60 white
39 61 white
39 62 white
39 63 white
39 64 white
39 65 white
39 66 white
39 67 white
39 68 white
39 69 white
39 70 white
39 71 white
39 72 white
39 73 white
39 74 white
39 75 white
39 76 white
39 77 white
39 78 white
39 79 white
39 80 white
39 81 black
40 51 black
40 52 white
40 53 white
40 54 white
40 55 visited
40 56 white
40 57 white
40 58 white
40 59 white
40 60 white
40 61 white
40 62 white
40 63 white
40 64 white
40 65 white
40 66 white
40 67 white
40 68 white
40 69 white
40 70 white
40 71 white
40 72 white
40 73 white
40 74 white
40 75 white
40 76 white
40 77 white
40 78 white
40 79 white
40 80 white
40 81 black
40 82 black
41 51 black
41 52 white
41 53 white
41 54 white
41 55 white
41 56 black
41 59 white
41 60 white
41 61 white
41 62 white
41 63 white
41 64 white
41 65 white
41 66 white
41 67 white
41 68 white
41 69 white
41 70 white
41 71 white
41 72 white
