41 73 white
41 74 white
41 75 white
41 76 white
41 77 white
41 78 white
41 79 white
41 80 white
41 81 white
41 82 black
42 50 white
42 51 white
42 52 white
42 53 white
42 54 white
42 55 white
42 56 white
42 57 white
42 70 white
42 71 white
42 72 white
42 73 white
42 74 white
42 75 white
42 76 white
42 77 white
42 78 white
42 79 black
42 80 white
43 48 white
43 49 white
43 50 white
43 51 white
43 52 white
43 53 white
43 54 white
43 55 black
43 56 black
43 57 white
43 58 white
43 80 white
43 81 white
43 82 black
44 46 white
44 47 white
44 48 white
44 49 white
44 50 white
44 51 white
44 52 white
44 53 white
44 54 white
44 57 white
44 58 white
45 43 white
45 44 white
45 45 white
45 46 white
45 47 black
45 48 white
45 49 white
45 50 white
45 51 white
45 52 white
45 53 white
45 54 white
45 58 white
45 59 white
46 41 white
46 42 white
46 43 white
46 44 white
46 47 black
46 48 black
46 49 white
46 50 white
46 51 white
46 52 white
46 53 white
46 54 white
46 59 white
46 60 white
47 39 white
47 40 white
47 41 white
47 42 white
47 49 white
47 50 white
47 51 white
47 52 white
47 53 white
47 54 white
47 59 white
47 60 white
48 39 black
48 49 white
48 50 white
48 51 white
48 52 white
48 53 white
48 60 white
48 61 white
49 49 white
49 50 white
49 51 white
49 52 white
49 53 white
49 61 white
49 62 white
50 49 white
50 50 white
50 51 white
50 52 white
50 53 white
50 61 white
50 62 white
50 63 white
51 48 white
51 49 white
51 50 white
51 51 white
51 52 white
51 53 white
51 62 white
51 63 white
52 47 white
52 48 white
52 49 white
52 50 white
52 51 white
52 52 white
52 63 white
52 64 white
53 47 white
53 48 white
53 49 white
53 50 white
53 51 white
53 52 white
53 63 white
53 64 white
53 65 white
54 46 white
54 47 white
54 48 white
54 49 white
54 50 white
54 51 white
54 52 white
54 64 white
54 65 white
55 45 white
55 46 white
55 48 white
55 49 white
55 50 white
55 51 white
55 52 white
55 65 white
55 66 white
56 45 white
56 46 white
56 47 white
56 48 white
56 49 white
56 50 white
56 51 white
56 65 white
56 66 white
56 67 white
57 44 white
57 45 white
57 47 white
57 48 white
57 49 white
57 50 white
57 51 white
57 66 white
57 67 white
57 68 white
58 44 white
58 46 white
58 47 white
58 48 white
58 49 white
58 50 white
58 51 white
58 67 white
58 68 white
59 43 black
59 44 black
59 46 white
59 47 white
59 48 white
59 49 white
59 50 white
59 51 white
59 67 white
59 68 white
59 69 white
60 45 white
60 46 white
60 48 white
60 49 white
60 50 white
60 68 white
60 69 white
60 70 white
61 45 white
61 46 white
61 47 white
61 48 white
61 49 white
61 50 white
61 69 white
61 70 white
62 44 white
62 45 white
62 47 white
62 48 white
62 49 white
62 50 white
62 69 white
62 70 white
62 71 white
63 44 white
63 45 white
63 47 white
63 48 white
63 49 white
63 50 white
63 70 white
63 71 white
63 72 white
64 43 white
64 44 white
64 45 white
64 46 white
64 47 white
64 48 white
64 49 white
64 50 white
64 71 white
64 72 white
64 73 white
65 43 white
65 44 white
65 46 white
65 47 white
65 48 white
65 49 white
65 71 white
65 72 white
65 73 white
66 42 white
66 43 white
66 44 white
66 46 white
66 47 white
66 48 white
66 49 white
66 72 white
66 73 white
66 74 white
67 42 white
67 43 white
67 45 white
67 46 white
67 47 white
67 48 white
67 49 white
67 73 white
67 74 white
67 75 white
68 41 white
68 42 white
68 43 white
68 45 white
68 46 white
68 47 white
68 48 white
68 49 white
68 73 white
68 74 white
68 75 black
69 41 white
69 42 white
69 44 white
69 45 white
69 46 white
69 47 white
69 48 white
69 74 white
69 75 black
70 40 white
70 41 white
70 42 white
70 44 white
70 45 white
70 46 white
70 47 white
70 48 white
71 40 white
71 41 white
71 44 white
71 45 white
71 46 white
71 47 white
71 48 white
72 40 white
72 41 white
72 43 white
72 44 white
72 45 white
72 46 white
72 47 white
72 48 white
73 39 white
73 40 white
73 43 white
73 44 white
73 45 white
73 46 white
73 47 white
74 39 white
74 40 white
74 43 white
74 44 white
74 45 white
74 46 white
74 47 white
75 38 white
75 39 white
75 40 white
75 42 white
75 43 white
75 44 white
75 45 white
75 46 white
75 47 white
76 38 white
76 39 white
76 42 white
76 44 white
76 45 white
76 46 white
76 47 white
77 37 white
77 38 white
77 39 white
77 42 white
77 44 black
77 46 white
78 37 white
78 38 white
78 41 white
78 42 white
78 45 white
78 46 white
79 36 white
79 37 white
79 38 white
79 41 white
79 45 white
79 46 white
80 36 white
80 37 white
80 40 white
80 41 white
80 45 white
80 46 white
81 35 black
81 36 white
81 37 white
81 40 black
81 45 white
82 36 black
82 44 white
82 45 white
83 44 white
83 45 white
84 44 white
84 45 white
85 44 white
86 43 white
86 44 white
87 43 white
87 44 white
88 43 white
88 44 white
89 43 black
89 44 white
